task_name,priority,category,deadline_gap,estimated_time,actual_time,status,completion_rate,created_at
Complete online course module,High,Study,6,3.79,4.93,Completed,1.3,2026-01-23 18:21:22
Organize digital files,Low,Personal,21,3.36,3.77,Completed,1.12,2026-01-27 13:19:26
File expense reports,High,Personal,3,0.5,0.54,Completed,1.08,2026-01-01 00:28:46
Update project timeline,High,Work,5,0.88,1.11,Completed,1.26,2026-03-20 01:03:05
Plan weekly schedule,High,Personal,3,0.5,0.66,Completed,1.32,2026-02-03 03:17:04
Review technical whitepaper,Low,Study,30,1.43,1.65,Completed,1.15,2026-04-05 08:45:56
Write test cases,Low,Work,11,0.5,0.36,Completed,0.72,2025-12-17 00:46:19
Yoga practice,Low,Health,19,2.9,3.84,Completed,1.32,2026-02-10 08:04:50
Schedule team outing,Low,Personal,19,0.5,0.42,Completed,0.84,2026-03-24 16:42:11
Update CRM records,High,Work,6,6.84,9.24,Completed,1.35,2025-11-04 22:30:35
Study research paper,High,Study,3,4.66,4.08,Completed,0.88,2025-12-27 04:48:54
Draft email campaign,Medium,Work,8,0.69,0.78,Completed,1.13,2025-11-24 01:47:48
Conduct team standup,High,Work,3,0.5,0.55,Completed,1.1,2026-01-24 08:59:34
Study research paper,Medium,Study,11,0.71,0.98,Completed,1.38,2026-02-23 07:48:04
Conduct code review,High,Work,2,4.67,5.93,Completed,1.27,2025-12-29 22:37:45
Conduct code review,High,Work,6,1.5,1.4,Completed,0.93,2026-03-23 21:24:16
Evening run,High,Health,1,10.01,11.1,Completed,1.11,2025-12-27 12:44:44
Review technical whitepaper,High,Study,4,0.96,1.05,Completed,1.09,2025-12-12 02:50:52
Learn new framework,High,Study,2,1.24,1.34,Completed,1.08,2025-12-03 05:35:36
Write API documentation,High,Work,4,0.5,0.51,Completed,1.02,2025-12-28 05:15:02
Analyze dataset,Low,Study,21,3.65,4.05,Completed,1.11,2026-03-16 04:49:51
Set up CI pipeline,Medium,Work,11,0.7,0.86,Completed,1.23,2025-11-18 06:13:59
File expense reports,Medium,Personal,5,1.39,2.19,Completed,1.58,2025-10-27 22:09:46
Complete online course module,Medium,Study,11,0.5,0.74,Completed,1.48,2026-03-04 22:21:22
Plan weekly schedule,Low,Personal,16,3.17,1.82,Completed,0.57,2026-03-14 23:22:10
Review pull request,Low,Work,23,0.78,0.91,Completed,1.17,2026-03-28 03:56:45
Analyze user metrics,Low,Work,14,0.5,0.51,Completed,1.02,2026-04-07 13:39:39
Update CRM records,High,Work,4,0.5,0.68,Completed,1.36,2025-12-29 09:46:27
Optimize database query,High,Work,3,2.03,2.62,Completed,1.29,2025-10-23 06:21:03
Attend stakeholder meeting,Low,Work,27,1.71,1.55,Completed,0.91,2026-03-20 11:05:18
Review pull request,Medium,Work,14,0.82,1.08,Completed,1.32,2026-03-14 03:26:36
Complete online course module,Low,Study,7,0.5,0.77,Completed,1.54,2025-10-21 11:33:07
Conduct code review,High,Work,5,15.76,16.45,Completed,1.04,2026-01-28 06:34:51
Create sprint backlog,Low,Work,14,5.7,8.3,Completed,1.46,2025-11-10 10:50:31
Analyze user metrics,Low,Work,26,3.12,5.32,Completed,1.71,2025-10-29 23:41:24
Process invoices,Low,Work,26,0.5,0.76,Completed,1.52,2025-10-20 23:34:54
Update personal budget,Low,Personal,29,2.26,2.69,Completed,1.19,2025-12-13 08:24:48
Prepare sales forecast,Low,Work,14,1.86,1.6,Completed,0.86,2026-01-06 16:19:59
Write test cases,Medium,Work,11,9.9,11.42,Completed,1.15,2025-10-30 22:23:45
Stretching routine,Medium,Health,11,13.71,20.05,Completed,1.46,2025-10-21 17:45:08
Refactor authentication module,High,Work,6,0.5,0.44,Completed,0.88,2025-12-29 06:42:09
Optimize database query,High,Work,3,0.5,0.6,Completed,1.2,2026-03-09 02:44:24
Schedule team outing,Low,Personal,30,0.5,0.96,Completed,1.92,2025-11-12 16:43:16
Debug production issue,Low,Work,27,0.5,0.95,Completed,1.9,2026-03-28 00:51:20
Organize digital files,Medium,Personal,14,6.57,7.73,Completed,1.18,2026-02-17 11:05:23
Update project timeline,Low,Work,21,4.41,6.35,Completed,1.44,2025-12-13 18:31:44
Attend stakeholder meeting,High,Work,1,1.06,1.34,Completed,1.26,2025-12-17 00:02:45
Draft email campaign,High,Work,5,1.29,1.45,Completed,1.12,2025-12-05 23:30:54
Write test cases,High,Work,3,0.57,0.62,Completed,1.09,2026-04-03 04:50:39
Read documentation,Low,Study,17,16.07,11.27,Completed,0.7,2025-11-10 23:04:59
Analyze dataset,High,Study,4,0.5,0.61,Completed,1.22,2026-04-09 12:18:01
Meditation session,High,Health,2,1.39,1.49,Completed,1.07,2026-03-01 04:15:37
Deploy to staging,High,Work,5,1.16,1.34,Completed,1.16,2026-03-22 08:36:29
Conduct code review,Low,Work,20,1.14,1.17,Completed,1.03,2026-03-26 11:22:32
Prepare client proposal,Low,Work,10,58.62,56.13,Completed,0.96,2025-12-20 11:12:18
Review insurance documents,Low,Personal,26,1.68,1.18,Completed,0.7,2025-11-19 03:36:30
Schedule team outing,Low,Personal,8,2.61,3.82,Completed,1.46,2026-02-14 04:24:11
Gym session,Low,Health,8,1.45,2.38,Completed,1.64,2026-02-25 02:55:52
Review lecture notes,Medium,Study,14,3.32,4.83,Completed,1.45,2025-10-23 20:06:47
Update project timeline,Medium,Work,10,0.5,0.44,Completed,0.88,2025-11-11 07:15:43
Write test cases,Medium,Work,8,0.5,0.6,Completed,1.2,2025-12-31 03:13:05
Meditation session,High,Health,6,1.95,1.93,Completed,0.99,2025-12-28 19:48:26
Review pull request,High,Work,5,1.45,1.43,Completed,0.99,2026-01-28 14:26:57
Optimize database query,High,Work,3,0.5,0.44,Completed,0.88,2025-11-08 19:41:46
Refactor authentication module,Medium,Work,11,0.5,0.43,Completed,0.86,2026-04-13 04:24:14
Analyze dataset,Medium,Study,7,0.5,0.73,Completed,1.46,2025-11-28 10:57:29
Meal prep,Low,Health,22,0.5,1.11,Completed,2.0,2025-11-10 14:31:09
Analyze user metrics,High,Work,6,1.96,2.21,Completed,1.13,2025-11-03 20:07:19
Write research summary,High,Study,3,0.51,0.61,Completed,1.2,2026-03-04 13:41:09
Debug production issue,High,Work,3,0.93,1.04,Completed,1.12,2026-03-05 00:15:30
Schedule team outing,Low,Personal,12,4.62,5.85,Completed,1.27,2026-01-24 13:57:40
Optimize database query,Low,Work,11,2.5,2.63,Completed,1.05,2026-03-20 06:23:34
Write test cases,Low,Work,25,0.73,1.4,Completed,1.92,2026-01-16 13:15:23
Complete online course module,High,Study,5,0.79,1.08,Completed,1.37,2025-10-30 13:23:45
Draft email campaign,High,Work,6,2.79,2.83,Completed,1.01,2026-01-27 20:54:24
Prepare client proposal,High,Work,5,2.68,3.34,Completed,1.25,2025-11-11 03:03:09
Analyze dataset,Low,Study,21,2.18,1.64,Completed,0.75,2026-02-26 20:31:30
Update contact list,Low,Personal,27,0.5,0.61,Completed,1.22,2025-11-22 02:59:49
Gym session,Low,Health,8,1.14,1.73,Completed,1.52,2026-01-26 09:31:06
Optimize database query,High,Work,3,1.43,1.29,Completed,0.9,2025-12-23 23:34:18
Gym session,High,Health,3,1.74,2.07,Completed,1.19,2025-12-05 10:53:34
Review pull request,High,Work,3,2.01,2.54,Completed,1.26,2026-02-16 03:48:10
Debug production issue,High,Work,5,11.14,13.02,Completed,1.17,2026-02-09 17:00:53
Prepare healthy lunch,High,Health,6,16.74,14.24,Completed,0.85,2026-03-06 17:22:46
Morning workout,High,Health,5,3.99,4.51,Completed,1.13,2026-03-27 00:52:02
File expense reports,Low,Personal,25,1.62,1.38,Completed,0.85,2026-02-21 05:28:23
Review quarterly report,High,Work,5,0.5,0.63,Completed,1.26,2026-01-22 12:00:47
File expense reports,High,Personal,6,1.16,1.39,Completed,1.2,2026-01-19 13:40:24
Create sprint backlog,Medium,Work,9,18.81,22.71,Completed,1.21,2026-01-13 20:39:22
Draft email campaign,Medium,Work,9,2.09,2.24,Completed,1.07,2026-01-15 23:26:41
Attend stakeholder meeting,High,Work,3,0.82,0.85,Completed,1.04,2026-03-09 08:36:22
Yoga practice,High,Health,4,0.5,0.53,Completed,1.06,2026-03-14 11:56:35
Optimize database query,Low,Work,17,13.1,14.83,Completed,1.13,2026-01-16 08:54:26
Conduct team standup,High,Work,2,3.13,3.02,Completed,0.96,2025-10-27 14:49:30
Set up CI pipeline,High,Work,5,0.97,1.0,Completed,1.03,2025-12-05 00:00:39
Track daily nutrients,High,Health,7,3.42,3.86,Completed,1.13,2026-02-06 23:12:15
Analyze dataset,High,Study,2,2.91,2.55,Completed,0.88,2026-01-25 17:46:44
Review quarterly report,High,Work,4,1.76,2.17,Completed,1.23,2025-11-04 06:38:48
Meal prep,High,Health,2,1.48,1.86,Completed,1.26,2026-02-08 01:34:05
Draft email campaign,Medium,Work,12,0.5,0.78,Completed,1.56,2025-12-12 06:40:17
Review pull request,Medium,Work,9,4.43,4.91,Completed,1.11,2026-04-07 03:31:45
Write test cases,Medium,Work,9,0.5,0.78,Completed,1.56,2025-10-26 13:49:56
Write test cases,High,Work,2,3.45,3.52,Completed,1.02,2026-02-02 05:11:35
Process invoices,High,Work,4,0.5,0.53,Completed,1.06,2025-12-11 02:34:49
Plan weekly schedule,High,Personal,5,0.5,0.48,Completed,0.96,2025-11-11 18:36:08
Stretching routine,Low,Health,17,0.5,0.52,Completed,1.04,2025-12-27 18:50:12
Prepare presentation slides,Low,Study,23,1.14,1.58,Completed,1.39,2026-01-22 21:31:10
Draft email campaign,Low,Work,17,3.51,3.34,Completed,0.95,2026-01-26 15:15:12
Update personal budget,Low,Personal,23,2.89,3.54,Completed,1.22,2025-12-20 11:25:08
Review technical whitepaper,Low,Study,19,1.34,2.06,Completed,1.54,2026-03-10 08:27:55
Stretching routine,Low,Health,23,0.5,0.72,Completed,1.44,2026-01-29 03:52:15
Review quarterly report,Medium,Work,10,1.72,2.28,Completed,1.33,2025-12-28 07:39:33
Create sprint backlog,Medium,Work,12,1.9,3.45,Completed,1.82,2026-03-21 12:08:02
Organize workspace,Medium,Personal,13,0.51,0.54,Completed,1.06,2026-02-10 16:47:16
Prepare sales forecast,Low,Work,25,3.56,3.94,Completed,1.11,2025-11-30 23:24:56
Learn new framework,High,Study,2,1.76,2.25,Completed,1.28,2026-02-16 22:27:27
Update personal budget,Low,Personal,19,4.33,4.76,Completed,1.1,2026-03-26 08:12:23
Clean inbox,Low,Personal,10,0.95,1.39,Completed,1.46,2025-10-21 11:14:31
Write API documentation,Low,Work,20,45.58,69.35,Completed,1.52,2026-01-05 11:29:05
Study research paper,Low,Study,22,2.78,2.14,Completed,0.77,2026-03-03 20:08:18
Draft email campaign,High,Work,3,3.43,4.7,Completed,1.37,2026-01-27 19:53:18
Process invoices,High,Work,4,0.5,0.52,Completed,1.04,2025-12-23 06:20:49
Read documentation,High,Study,7,1.54,1.77,Completed,1.15,2026-02-13 06:09:01
Process invoices,High,Work,3,3.78,5.3,Completed,1.4,2025-12-14 18:05:39
Create sprint backlog,High,Work,3,3.38,3.31,Completed,0.98,2026-03-03 16:03:50
Draft email campaign,Low,Work,17,0.5,0.52,Completed,1.04,2025-12-24 12:31:41
Read documentation,High,Study,6,1.38,1.89,Completed,1.37,2025-12-12 16:10:59
Refactor authentication module,High,Work,4,0.65,0.74,Completed,1.14,2026-03-25 16:54:10
Create sprint backlog,High,Work,2,1.41,1.8,Completed,1.28,2025-10-25 23:01:53
Analyze user metrics,High,Work,3,5.47,5.58,Completed,1.02,2026-02-22 04:02:19
Process invoices,High,Work,2,0.94,1.18,Completed,1.26,2025-12-09 10:33:27
Gym session,Low,Health,11,7.38,14.36,Completed,1.95,2026-02-14 08:15:01
Learn new framework,Medium,Study,3,2.07,2.3,Completed,1.11,2025-11-30 14:41:36
Analyze dataset,Medium,Study,8,2.08,3.07,Completed,1.48,2025-11-06 07:33:38
Prepare presentation slides,Low,Study,12,2.42,3.58,Completed,1.48,2026-02-21 13:41:18
Meal prep,Low,Health,22,4.57,7.81,Completed,1.71,2026-03-13 13:47:18
Morning workout,High,Health,6,3.07,3.68,Completed,1.2,2026-04-12 02:16:49
Plan commute route,High,Personal,2,0.75,0.84,Completed,1.12,2026-03-10 05:30:58
Review insurance documents,High,Personal,2,2.81,2.75,Completed,0.98,2026-04-07 02:32:49
Evening run,Low,Health,8,4.23,4.92,Completed,1.16,2026-03-19 19:09:00
Study research paper,Medium,Study,7,49.58,75.34,Completed,1.52,2025-10-19 14:10:32
Create sprint backlog,High,Work,3,2.61,2.89,Completed,1.11,2026-01-14 00:24:27
Yoga practice,High,Health,4,0.5,0.61,Completed,1.22,2026-04-01 01:12:48
Schedule team outing,Low,Personal,10,2.62,5.39,Completed,2.0,2025-11-18 08:15:56
Yoga practice,Low,Health,29,1.19,1.64,Completed,1.38,2025-10-20 12:37:28
Meal prep,Low,Health,25,2.02,3.74,Completed,1.85,2025-11-20 20:51:11
Prepare presentation slides,Low,Study,19,1.41,1.97,Completed,1.4,2026-01-25 20:22:09
Debug production issue,Low,Work,10,2.46,3.36,Completed,1.37,2025-11-14 02:17:10
Deploy to staging,High,Work,1,0.67,0.76,Completed,1.13,2025-12-31 06:34:25
Create sprint backlog,High,Work,3,2.95,2.79,Completed,0.95,2026-02-07 21:27:04
Practice coding problems,Low,Study,18,1.54,1.62,Completed,1.05,2025-10-29 20:30:28
Review insurance documents,Low,Personal,12,2.89,2.22,Completed,0.77,2026-02-28 00:19:20
File expense reports,Low,Personal,29,0.5,0.72,Completed,1.44,2026-02-28 19:58:25
Write test cases,Low,Work,16,3.44,4.39,Completed,1.28,2026-02-14 03:20:58
Review pull request,Low,Work,22,1.07,2.1,Completed,1.96,2026-01-14 03:20:30
Plan commute route,Low,Personal,20,0.5,0.27,Completed,0.54,2026-04-13 00:55:45
Write API documentation,High,Work,6,46.89,48.05,Completed,1.02,2026-03-14 17:30:38
Prepare client proposal,High,Work,7,3.08,3.72,Completed,1.21,2026-01-27 20:01:33
Prepare sales forecast,High,Work,1,2.9,2.94,Completed,1.01,2025-11-08 13:55:06
Write API documentation,High,Work,5,0.5,0.62,Completed,1.24,2026-02-05 23:58:14
Plan commute route,High,Personal,7,2.17,2.35,Completed,1.08,2026-01-11 14:06:49
Draft email campaign,High,Work,5,3.97,3.73,Completed,0.94,2025-11-04 10:48:22
Analyze dataset,Medium,Study,3,2.44,2.51,Completed,1.03,2025-11-12 09:53:33
Process invoices,Medium,Work,3,0.75,0.95,Completed,1.27,2026-01-15 13:49:35
Review insurance documents,Medium,Personal,3,0.5,0.64,Completed,1.28,2025-12-06 04:50:38
Complete online course module,Medium,Study,12,0.5,0.78,Completed,1.56,2025-10-26 14:03:11
Update project timeline,High,Work,5,1.2,1.52,Completed,1.27,2026-04-09 10:20:51
Create sprint backlog,High,Work,1,1.83,2.14,Completed,1.17,2026-01-05 04:26:43
Set up CI pipeline,Low,Work,30,2.17,3.16,Completed,1.46,2025-12-29 12:06:06
Prepare presentation slides,Low,Study,19,3.48,6.14,Completed,1.76,2025-11-02 08:58:46
Review lecture notes,Low,Study,24,1.42,2.2,Completed,1.55,2026-02-21 16:40:37
Plan commute route,Low,Personal,19,0.99,1.79,Completed,1.81,2025-11-11 12:28:04
Study research paper,Low,Study,7,0.5,0.97,Completed,1.94,2025-12-14 17:27:35
Process invoices,Low,Work,20,1.61,1.29,Completed,0.8,2025-12-30 10:32:38
Update personal budget,Low,Personal,18,1.86,1.97,Completed,1.06,2025-12-10 07:36:30
Conduct team standup,High,Work,7,15.03,15.06,Completed,1.0,2025-10-24 01:07:51
Study research paper,High,Study,7,17.48,14.27,Completed,0.82,2025-12-03 12:34:25
Conduct code review,High,Work,4,2.8,2.06,Completed,0.74,2026-02-25 06:50:40
Prepare presentation slides,Low,Study,8,0.5,0.78,Completed,1.56,2026-01-11 00:42:08
Review pull request,Low,Work,8,2.93,4.25,Completed,1.45,2026-01-23 15:18:44
Prepare healthy lunch,Low,Health,30,0.5,0.64,Completed,1.28,2025-12-18 17:11:11
Clean inbox,Low,Personal,17,1.76,1.57,Completed,0.89,2025-12-15 09:18:42
Meal prep,Low,Health,23,4.02,6.46,Completed,1.61,2026-01-06 02:19:03
Debug production issue,Low,Work,30,0.75,0.98,Completed,1.31,2026-02-16 08:19:37
Schedule team outing,High,Personal,1,1.39,1.1,Completed,0.79,2026-02-19 17:03:27
Review insurance documents,High,Personal,3,0.71,0.71,Completed,1.0,2026-01-05 01:36:47
Process invoices,High,Work,7,2.02,2.14,Completed,1.06,2026-01-17 17:44:42
Review pull request,Low,Work,29,4.3,6.55,Completed,1.52,2026-03-23 06:10:35
Learn new framework,Medium,Study,9,0.74,0.99,Completed,1.34,2026-01-28 16:55:42
Attend stakeholder meeting,Low,Work,13,10.17,16.51,Completed,1.62,2026-02-20 08:51:18
Prepare client proposal,Low,Work,18,1.59,1.71,Completed,1.08,2026-01-29 19:13:48
Prepare presentation slides,Low,Study,15,2.55,3.67,Completed,1.44,2026-02-25 14:31:34
Review technical whitepaper,High,Study,2,2.84,3.39,Completed,1.19,2026-03-07 10:29:40
Schedule team outing,Medium,Personal,6,3.98,4.24,Completed,1.07,2025-12-15 15:56:45
Gym session,High,Health,6,4.38,4.95,Completed,1.13,2026-03-11 19:41:49
Prepare healthy lunch,Low,Health,14,24.68,26.13,Completed,1.06,2026-03-03 10:47:12
Attend stakeholder meeting,High,Work,5,3.8,4.29,Completed,1.13,2026-03-17 09:08:38
Write test cases,High,Work,6,0.5,0.51,Completed,1.02,2025-12-16 16:20:22
Analyze user metrics,High,Work,4,0.71,0.83,Completed,1.17,2025-11-05 22:32:06
Write research summary,High,Study,7,6.95,7.05,Completed,1.01,2026-04-13 08:04:35
Prepare sales forecast,Low,Work,8,36.14,74.08,Completed,2.0,2026-04-03 13:54:53
Prepare sales forecast,Medium,Work,11,3.8,4.97,Completed,1.31,2026-02-07 05:59:20
Write research summary,Low,Study,13,1.26,1.69,Completed,1.34,2025-12-01 10:57:07
Process invoices,Low,Work,22,2.13,2.01,Completed,0.94,2026-02-21 21:40:54
Meditation session,Medium,Health,10,1.54,1.21,Completed,0.79,2026-01-15 06:36:22
Review pull request,Medium,Work,5,2.53,3.45,Completed,1.36,2026-03-06 15:53:30
Study research paper,Low,Study,24,19.01,35.19,Completed,1.85,2026-01-27 12:44:43
Update project timeline,Low,Work,28,0.5,0.39,Completed,0.78,2026-03-15 05:03:52
Prepare client proposal,Low,Work,14,1.48,2.47,Completed,1.67,2026-03-04 02:38:11
Write test cases,Low,Work,21,3.67,4.18,Completed,1.14,2025-10-29 12:42:19
Organize digital files,High,Personal,5,20.62,22.56,Completed,1.09,2026-02-22 19:28:30
Review quarterly report,Low,Work,20,1.02,1.64,Completed,1.61,2025-10-21 00:56:13
Review quarterly report,Low,Work,16,2.25,1.68,Completed,0.75,2026-01-23 07:29:01
Plan weekly schedule,Low,Personal,12,3.49,6.22,Completed,1.78,2026-04-14 01:24:18
Update CRM records,High,Work,5,1.5,1.74,Completed,1.16,2025-12-05 19:20:29
Complete online course module,Low,Study,19,3.18,4.42,Completed,1.39,2025-12-29 05:32:01
Meal prep,High,Health,2,1.49,1.49,Completed,1.0,2025-12-15 00:58:14
Organize workspace,Low,Personal,27,0.82,1.4,Completed,1.71,2025-11-04 22:43:53
Update project timeline,Low,Work,22,1.67,1.95,Completed,1.17,2026-02-18 10:26:55
Set up CI pipeline,Low,Work,22,2.01,1.0,Completed,0.5,2026-02-20 00:28:23
Complete online course module,High,Study,7,7.97,6.69,Completed,0.84,2026-04-09 13:01:00
Review technical whitepaper,High,Study,7,0.5,0.47,Completed,0.94,2026-01-18 02:58:46
Deploy to staging,High,Work,6,0.5,0.64,Completed,1.28,2026-04-10 10:05:00
Write research summary,High,Study,2,0.5,0.58,Completed,1.16,2025-10-20 19:57:34
Evening run,High,Health,7,2.18,2.55,Completed,1.17,2025-11-01 17:32:31
Refactor authentication module,High,Work,5,2.36,2.14,Completed,0.91,2026-02-26 06:11:56
Yoga practice,Medium,Health,14,2.58,2.78,Completed,1.08,2026-03-20 06:58:32
Track daily nutrients,Medium,Health,11,0.5,0.55,Completed,1.1,2025-10-28 05:13:51
Attend stakeholder meeting,Medium,Work,4,3.33,4.7,Completed,1.41,2026-02-12 07:16:41
Write research summary,Low,Study,19,0.63,0.74,Completed,1.17,2025-10-23 13:03:11
Organize digital files,Low,Personal,21,0.67,1.36,Completed,2.0,2025-12-01 02:11:22
Debug production issue,Low,Work,20,1.73,2.51,Completed,1.45,2026-02-26 18:35:42
File expense reports,Low,Personal,26,2.8,3.87,Completed,1.38,2026-03-21 18:11:39
Refactor authentication module,Medium,Work,5,0.87,1.0,Completed,1.15,2026-03-04 23:38:36
Track daily nutrients,Low,Health,19,1.15,1.48,Completed,1.29,2025-12-26 19:58:20
Write test cases,Medium,Work,10,2.16,2.62,Completed,1.21,2026-03-14 15:07:09
Analyze user metrics,High,Work,4,2.17,2.36,Completed,1.09,2026-02-02 22:43:33
Complete online course module,Low,Study,7,1.19,0.71,Completed,0.6,2025-12-25 12:20:51
Attend stakeholder meeting,High,Work,7,27.5,31.68,Completed,1.15,2026-04-03 12:12:21
Prepare client proposal,Low,Work,19,6.41,3.21,Completed,0.5,2026-03-07 13:00:16
Prepare healthy lunch,Low,Health,14,5.35,6.69,Completed,1.25,2026-01-26 23:30:38
Deploy to staging,Low,Work,11,2.43,2.27,Completed,0.93,2025-12-15 06:21:39
Deploy to staging,High,Work,4,1.68,1.58,Completed,0.94,2026-01-07 13:27:59
Deploy to staging,Low,Work,18,0.5,0.98,Completed,1.96,2025-12-04 16:10:49
Clean inbox,Low,Personal,26,5.64,7.76,Completed,1.38,2026-01-14 16:46:38
Attend stakeholder meeting,Low,Work,19,2.45,3.61,Completed,1.47,2026-03-30 05:11:24
Organize digital files,Low,Personal,17,1.37,1.96,Completed,1.43,2025-12-21 18:58:16
Conduct code review,Low,Work,27,4.75,6.08,Completed,1.28,2025-11-13 05:22:24
Write API documentation,Low,Work,29,3.08,5.14,Completed,1.67,2026-01-18 19:20:04
Create sprint backlog,Medium,Work,8,4.33,6.48,Completed,1.5,2026-03-09 11:45:00
Clean inbox,Medium,Personal,12,3.63,3.32,Completed,0.91,2025-12-20 01:43:38
Write test cases,Low,Work,19,3.4,3.06,Completed,0.9,2025-11-08 21:44:35
Yoga practice,Low,Health,24,1.41,1.46,Completed,1.04,2026-02-27 03:59:55
Clean inbox,Low,Personal,21,0.86,1.22,Completed,1.42,2026-01-10 22:20:08
Prepare presentation slides,High,Study,1,6.0,6.98,Completed,1.16,2026-02-25 11:17:26
Deploy to staging,Low,Work,14,17.25,25.16,Completed,1.46,2026-02-22 16:34:45
